Doctor_Name,Specialization,Available_Timings,Available_Date,Hospital_Name,Location,Department_Size,Patient_Influx,Doctor_Ratio,Doctor_Availability
Dr. Swati Desai,Pediatrics,10,2028-03-28,Govt Health Center,Kolkata,92,62,1.48,1
Dr. Anil Mehra,Cardiology,10,2028-03-29,Govt Health Center,New Delhi,38,235,1.99,1
Dr. Ravi Kumar,Pediatrics,9,2028-03-30,City Hospital,Kolkata,52,271,1.85,1
Dr. Swati Desai,Orthopedics,16,2028-03-31,Govt Health Center,Kolkata,62,290,0.88,0
Dr. Ravi Kumar,Pediatrics,11,2028-04-01,Govt Health Center,New Delhi,15,358,1.65,0
Dr. Anil Mehra,Pediatrics,17,2028-04-02,Metro Hospital,New Delhi,33,197,1.91,1
Dr. Rohit Verma,Orthopedics,13,2028-04-03,Govt Health Center,Chennai,83,439,1.86,0
Dr. Swati Desai,Dermatology,9,2028-04-04,Metro Hospital,Mumbai,23,104,1.83,1
Dr. Ravi Kumar,Orthopedics,16,2028-04-05,Govt Health Center,Kolkata,61,464,1.68,0
Dr. Ravi Kumar,Cardiology,14,2028-04-06,Govt Health Center,Mumbai,79,108,0.94,0
Dr. Swati Desai,Cardiology,17,2028-04-07,Metro Hospital,Chennai,13,452,0.63,0
Dr. Rohit Verma,Cardiology,12,2028-04-08,Govt Health Center,New Delhi,67,247,1.23,1
Dr. Rohit Verma,Cardiology,14,2028-04-09,Metro Hospital,New Delhi,88,147,0.58,0
Dr. Rohit Verma,Cardiology,11,2028-04-10,Govt Health Center,New Delhi,46,205,2,1
Dr. Anil Mehra,Dermatology,17,2028-04-11,Metro Hospital,Chennai,57,299,1.04,1
Dr. Ravi Kumar,Dermatology,14,2028-04-12,Metro Hospital,Kolkata,48,446,1.94,0
Dr. Ravi Kumar,Pediatrics,9,2028-04-13,Govt Health Center,Chennai,75,229,1.66,1
Dr. Ravi Kumar,Cardiology,14,2028-04-14,Govt Health Center,New Delhi,22,123,1.12,1
Dr. Anil Mehra,Orthopedics,11,2028-04-15,Metro Hospital,Kolkata,75,110,0.68,0
Dr. Ravi Kumar,Cardiology,11,2028-04-16,City Hospital,New Delhi,69,474,0.86,0
Dr. Anil Mehra,Dermatology,8,2028-04-17,Govt Health Center,New Delhi,50,94,1.51,1
Dr. Rohit Verma,Cardiology,10,2028-04-18,Govt Health Center,Chennai,41,184,1.74,1
Dr. Swati Desai,Dermatology,12,2028-04-19,City Hospital,Chennai,61,259,1.97,1
Dr. Ravi Kumar,Pediatrics,12,2028-04-20,City Hospital,Mumbai,14,135,0.7,0
Dr. Ravi Kumar,Pediatrics,9,2028-04-21,Metro Hospital,New Delhi,76,319,0.73,0
Dr. Rohit Verma,Pediatrics,11,2028-04-22,Govt Health Center,Kolkata,75,341,0.56,0
Dr. Swati Desai,Dermatology,8,2028-04-23,Metro Hospital,New Delhi,87,313,0.89,0
Dr. Anil Mehra,Cardiology,16,2028-04-24,Govt Health Center,Kolkata,61,317,1.73,0
Dr. Swati Desai,Cardiology,8,2028-04-25,City Hospital,Mumbai,58,473,0.8,0
Dr. Rohit Verma,Orthopedics,13,2028-04-26,Metro Hospital,New Delhi,38,274,1.32,1
Dr. Rohit Verma,Dermatology,14,2028-04-27,Govt Health Center,Kolkata,47,265,1.17,1
Dr. Swati Desai,Orthopedics,10,2028-04-28,Govt Health Center,Kolkata,79,411,0.99,0
Dr. Anil Mehra,Pediatrics,8,2028-04-29,City Hospital,Mumbai,17,280,1.43,1
Dr. Anil Mehra,Cardiology,14,2028-04-30,City Hospital,Chennai,68,239,1.25,1
Dr. Ravi Kumar,Dermatology,10,2028-05-01,Govt Health Center,Mumbai,64,191,1,0
Dr. Anil Mehra,Orthopedics,17,2028-05-02,City Hospital,Kolkata,11,226,1.53,1
Dr. Swati Desai,Orthopedics,13,2028-05-03,City Hospital,Mumbai,35,100,0.92,0
Dr. Rohit Verma,Orthopedics,13,2028-05-04,Metro Hospital,Chennai,72,239,1.46,1
Dr. Ravi Kumar,Cardiology,11,2028-05-05,Govt Health Center,New Delhi,26,54,1.94,1
Dr. Ravi Kumar,Cardiology,13,2028-05-06,Metro Hospital,Mumbai,68,260,1.59,1
Dr. Rohit Verma,Cardiology,17,2028-05-07,City Hospital,Mumbai,97,244,1.13,1
Dr. Anil Mehra,Dermatology,11,2028-05-08,Govt Health Center,New Delhi,25,50,1.62,1
Dr. Rohit Verma,Cardiology,15,2028-05-09,City Hospital,Mumbai,67,153,1.71,1
Dr. Anil Mehra,Dermatology,16,2028-05-10,City Hospital,Chennai,73,410,0.99,0
Dr. Rohit Verma,Orthopedics,9,2028-05-11,Govt Health Center,Kolkata,59,150,1.56,1
Dr. Swati Desai,Orthopedics,14,2028-05-12,City Hospital,Mumbai,94,177,1.15,1
Dr. Anil Mehra,Pediatrics,16,2028-05-13,Metro Hospital,New Delhi,35,402,1.73,0
Dr. Swati Desai,Cardiology,16,2028-05-14,Govt Health Center,New Delhi,26,354,0.94,0
Dr. Ravi Kumar,Orthopedics,12,2028-05-15,City Hospital,Mumbai,55,298,1.91,1
Dr. Rohit Verma,Cardiology,8,2028-05-16,City Hospital,New Delhi,77,450,1.36,0
Dr. Ravi Kumar,Dermatology,13,2028-05-17,City Hospital,Kolkata,59,400,1.03,0
Dr. Ravi Kumar,Orthopedics,15,2028-05-18,Govt Health Center,Kolkata,52,340,1.13,0
Dr. Ravi Kumar,Cardiology,8,2028-05-19,Metro Hospital,New Delhi,57,318,1.02,0
Dr. Ravi Kumar,Orthopedics,9,2028-05-20,City Hospital,Mumbai,77,421,0.72,0
Dr. Rohit Verma,Orthopedics,8,2028-05-21,City Hospital,Mumbai,28,470,0.6,0
Dr. Ravi Kumar,Cardiology,12,2028-05-22,City Hospital,New Delhi,34,87,0.98,0
Dr. Rohit Verma,Orthopedics,9,2028-05-23,Govt Health Center,Kolkata,81,383,1.19,0
Dr. Rohit Verma,Orthopedics,17,2028-05-24,City Hospital,Kolkata,27,439,1.04,0
Dr. Swati Desai,Orthopedics,17,2028-05-25,City Hospital,Mumbai,60,299,0.52,0
Dr. Anil Mehra,Orthopedics,11,2028-05-26,City Hospital,Kolkata,27,270,1.37,1
Dr. Anil Mehra,Dermatology,8,2028-05-27,Govt Health Center,Chennai,67,112,0.72,0
Dr. Rohit Verma,Orthopedics,14,2028-05-28,Metro Hospital,Kolkata,73,302,0.82,0
Dr. Swati Desai,Pediatrics,15,2028-05-29,Govt Health Center,Mumbai,80,482,0.68,0
Dr. Rohit Verma,Orthopedics,12,2028-05-30,Metro Hospital,Kolkata,66,314,1.28,0
Dr. Rohit Verma,Cardiology,9,2028-05-31,Metro Hospital,Kolkata,26,213,0.64,0
Dr. Rohit Verma,Pediatrics,15,2028-06-01,Govt Health Center,New Delhi,68,72,0.88,0
Dr. Swati Desai,Dermatology,8,2028-06-02,City Hospital,Chennai,76,128,1.18,1
Dr. Anil Mehra,Pediatrics,14,2028-06-03,Metro Hospital,New Delhi,95,167,0.75,0
Dr. Swati Desai,Pediatrics,8,2028-06-04,City Hospital,Kolkata,24,234,1.17,1
Dr. Ravi Kumar,Pediatrics,13,2028-06-05,Metro Hospital,Kolkata,35,483,1.01,0
Dr. Swati Desai,Cardiology,13,2028-06-06,City Hospital,New Delhi,57,108,1.79,1
Dr. Swati Desai,Cardiology,12,2028-06-07,City Hospital,Chennai,23,419,1.69,0
Dr. Swati Desai,Cardiology,9,2028-06-08,Govt Health Center,Mumbai,90,440,1.99,0
Dr. Swati Desai,Dermatology,9,2028-06-09,City Hospital,New Delhi,18,352,1.29,0
Dr. Anil Mehra,Cardiology,16,2028-06-10,Metro Hospital,Kolkata,16,301,1.36,0
Dr. Ravi Kumar,Cardiology,12,2028-06-11,City Hospital,Kolkata,64,138,1.92,1
Dr. Anil Mehra,Pediatrics,12,2028-06-12,City Hospital,Mumbai,21,278,1.1,1
Dr. Anil Mehra,Cardiology,14,2028-06-13,City Hospital,Kolkata,26,392,1.33,0
Dr. Swati Desai,Orthopedics,13,2028-06-14,Metro Hospital,Kolkata,82,380,1.07,0
Dr. Rohit Verma,Cardiology,9,2028-06-15,Metro Hospital,Mumbai,17,489,1.32,0
Dr. Rohit Verma,Dermatology,8,2028-06-16,Metro Hospital,Kolkata,51,287,0.62,0
Dr. Anil Mehra,Dermatology,12,2028-06-17,City Hospital,Kolkata,85,441,1.68,0
Dr. Anil Mehra,Orthopedics,11,2028-06-18,Govt Health Center,Chennai,46,341,1.98,0
Dr. Swati Desai,Dermatology,10,2028-06-19,Metro Hospital,New Delhi,29,475,0.6,0
Dr. Anil Mehra,Dermatology,9,2028-06-20,City Hospital,Chennai,10,344,1.7,0
Dr. Swati Desai,Pediatrics,17,2028-06-21,Metro Hospital,Chennai,18,370,0.86,0
Dr. Rohit Verma,Orthopedics,9,2028-06-22,Govt Health Center,Kolkata,33,93,0.8,0
Dr. Rohit Verma,Pediatrics,11,2028-06-23,City Hospital,New Delhi,43,382,1.54,0
Dr. Ravi Kumar,Pediatrics,9,2028-06-24,Metro Hospital,New Delhi,45,129,0.57,0
Dr. Rohit Verma,Cardiology,11,2028-06-25,Metro Hospital,Kolkata,13,223,1.19,1
Dr. Anil Mehra,Orthopedics,10,2028-06-26,Govt Health Center,Chennai,38,190,0.5,0
Dr. Rohit Verma,Cardiology,16,2028-06-27,Metro Hospital,Chennai,96,86,1.33,1
Dr. Swati Desai,Cardiology,14,2028-06-28,City Hospital,Chennai,25,63,1.19,1
Dr. Rohit Verma,Pediatrics,10,2028-06-29,City Hospital,New Delhi,17,171,1.87,1
Dr. Ravi Kumar,Dermatology,15,2028-06-30,Govt Health Center,Kolkata,48,446,1.58,0
Dr. Rohit Verma,Orthopedics,16,2028-07-01,Govt Health Center,New Delhi,67,287,0.69,0
Dr. Swati Desai,Dermatology,14,2028-07-02,Govt Health Center,Chennai,21,445,1.03,0
Dr. Swati Desai,Pediatrics,13,2028-07-03,City Hospital,New Delhi,53,104,1.9,1
Dr. Anil Mehra,Pediatrics,11,2028-07-04,Govt Health Center,New Delhi,13,461,1.59,0
Dr. Rohit Verma,Pediatrics,12,2028-07-05,Metro Hospital,Kolkata,34,71,1.39,1
Dr. Swati Desai,Pediatrics,15,2028-07-06,Metro Hospital,Kolkata,79,389,1.34,0
Dr. Ravi Kumar,Pediatrics,10,2028-07-07,City Hospital,New Delhi,76,452,1.1,0
Dr. Anil Mehra,Pediatrics,9,2028-07-08,Metro Hospital,Mumbai,48,252,1.38,1
Dr. Ravi Kumar,Dermatology,10,2028-07-09,Govt Health Center,Kolkata,33,463,1.66,0
Dr. Rohit Verma,Cardiology,14,2028-07-10,Metro Hospital,Mumbai,94,487,0.69,0
Dr. Rohit Verma,Dermatology,15,2028-07-11,Govt Health Center,Kolkata,15,395,1.95,0
Dr. Rohit Verma,Orthopedics,8,2028-07-12,Metro Hospital,Chennai,81,64,0.86,0
Dr. Anil Mehra,Dermatology,14,2028-07-13,City Hospital,Mumbai,42,79,1.17,1
Dr. Swati Desai,Pediatrics,16,2028-07-14,Govt Health Center,Chennai,57,78,0.53,0
Dr. Anil Mehra,Dermatology,10,2028-07-15,Metro Hospital,Chennai,76,301,1.33,0
Dr. Ravi Kumar,Cardiology,10,2028-07-16,City Hospital,New Delhi,11,209,1.07,1
Dr. Anil Mehra,Orthopedics,15,2028-07-17,Metro Hospital,Chennai,47,166,0.87,0
Dr. Ravi Kumar,Dermatology,11,2028-07-18,City Hospital,Chennai,49,207,1.98,1
Dr. Anil Mehra,Cardiology,15,2028-07-19,Metro Hospital,Chennai,65,157,1.14,1
Dr. Swati Desai,Dermatology,12,2028-07-20,Govt Health Center,Chennai,97,164,1.12,1
Dr. Ravi Kumar,Orthopedics,10,2028-07-21,Govt Health Center,New Delhi,30,321,1.19,0
Dr. Rohit Verma,Dermatology,11,2028-07-22,Govt Health Center,New Delhi,91,469,0.67,0
Dr. Rohit Verma,Pediatrics,11,2028-07-23,Govt Health Center,Chennai,44,387,1.09,0
Dr. Anil Mehra,Dermatology,15,2028-07-24,Govt Health Center,Mumbai,84,225,1,0
Dr. Rohit Verma,Cardiology,13,2028-07-25,Metro Hospital,Kolkata,84,280,1.2,1
Dr. Ravi Kumar,Dermatology,14,2028-07-26,Metro Hospital,Mumbai,76,333,1.78,0
Dr. Rohit Verma,Cardiology,16,2028-07-27,Metro Hospital,Chennai,69,367,0.79,0
Dr. Swati Desai,Orthopedics,13,2028-07-28,Metro Hospital,New Delhi,32,299,1.41,1
Dr. Swati Desai,Dermatology,10,2028-07-29,Govt Health Center,Chennai,74,489,0.56,0
Dr. Anil Mehra,Orthopedics,10,2028-07-30,City Hospital,Chennai,72,105,0.98,0
Dr. Ravi Kumar,Orthopedics,10,2028-07-31,Govt Health Center,New Delhi,32,380,1.21,0
Dr. Swati Desai,Dermatology,17,2028-08-01,Metro Hospital,Mumbai,95,322,0.61,0
Dr. Swati Desai,Cardiology,9,2028-08-02,Govt Health Center,Kolkata,51,239,1.32,1
Dr. Ravi Kumar,Orthopedics,8,2028-08-03,Govt Health Center,Chennai,73,70,0.97,0
Dr. Rohit Verma,Orthopedics,17,2028-08-04,Govt Health Center,New Delhi,75,214,1.99,1
Dr. Rohit Verma,Dermatology,8,2028-08-05,City Hospital,Kolkata,90,420,1.45,0
Dr. Anil Mehra,Dermatology,11,2028-08-06,Govt Health Center,Kolkata,50,467,0.87,0
Dr. Rohit Verma,Dermatology,10,2028-08-07,Govt Health Center,Kolkata,29,334,0.65,0
Dr. Ravi Kumar,Dermatology,12,2028-08-08,City Hospital,New Delhi,18,117,0.56,0
Dr. Swati Desai,Dermatology,16,2028-08-09,Govt Health Center,Chennai,66,493,0.64,0
Dr. Rohit Verma,Pediatrics,15,2028-08-10,Govt Health Center,New Delhi,84,316,1.52,0
Dr. Anil Mehra,Dermatology,16,2028-08-11,Govt Health Center,Chennai,26,267,1.78,1
Dr. Rohit Verma,Cardiology,12,2028-08-12,Govt Health Center,Mumbai,87,387,0.74,0
Dr. Ravi Kumar,Orthopedics,15,2028-08-13,Govt Health Center,Kolkata,91,433,1.1,0
Dr. Anil Mehra,Cardiology,11,2028-08-14,Metro Hospital,Chennai,27,422,1.03,0
Dr. Rohit Verma,Cardiology,12,2028-08-15,Govt Health Center,Mumbai,72,145,1.47,1
Dr. Anil Mehra,Pediatrics,10,2028-08-16,City Hospital,New Delhi,81,237,0.77,0
Dr. Ravi Kumar,Dermatology,12,2028-08-17,Govt Health Center,Kolkata,81,257,1.93,1
Dr. Swati Desai,Orthopedics,10,2028-08-18,Metro Hospital,Chennai,35,123,1.59,1
Dr. Ravi Kumar,Cardiology,12,2028-08-19,City Hospital,Kolkata,81,413,1.93,0
Dr. Ravi Kumar,Dermatology,12,2028-08-20,City Hospital,Kolkata,93,211,0.92,0
Dr. Ravi Kumar,Dermatology,13,2028-08-21,Govt Health Center,Kolkata,81,210,1.38,1
Dr. Ravi Kumar,Pediatrics,16,2028-08-22,Metro Hospital,New Delhi,87,443,1.6,0
Dr. Swati Desai,Pediatrics,8,2028-08-23,Govt Health Center,Kolkata,22,109,1.57,1
Dr. Swati Desai,Pediatrics,17,2028-08-24,Metro Hospital,Chennai,26,75,0.53,0
Dr. Anil Mehra,Orthopedics,13,2028-08-25,Metro Hospital,New Delhi,35,411,2,0
Dr. Rohit Verma,Cardiology,8,2028-08-26,Govt Health Center,Mumbai,15,74,1.89,1
Dr. Swati Desai,Pediatrics,13,2028-08-27,Metro Hospital,Chennai,90,307,0.68,0
Dr. Swati Desai,Pediatrics,9,2028-08-28,Govt Health Center,New Delhi,13,395,1.32,0
Dr. Rohit Verma,Pediatrics,15,2028-08-29,Metro Hospital,Chennai,98,389,0.97,0
Dr. Swati Desai,Cardiology,10,2028-08-30,City Hospital,Chennai,16,52,1.82,1
Dr. Ravi Kumar,Cardiology,17,2028-08-31,Govt Health Center,Mumbai,26,337,1.55,0
Dr. Ravi Kumar,Pediatrics,13,2028-09-01,Metro Hospital,New Delhi,95,306,0.84,0
Dr. Rohit Verma,Pediatrics,13,2028-09-02,City Hospital,Kolkata,59,329,0.55,0
Dr. Anil Mehra,Dermatology,11,2028-09-03,City Hospital,Chennai,15,355,0.94,0
Dr. Anil Mehra,Pediatrics,12,2028-09-04,City Hospital,Chennai,39,476,0.56,0
Dr. Rohit Verma,Orthopedics,9,2028-09-05,City Hospital,Chennai,83,297,0.71,0
Dr. Rohit Verma,Orthopedics,17,2028-09-06,Govt Health Center,Chennai,65,93,1.45,1
Dr. Ravi Kumar,Pediatrics,17,2028-09-07,Metro Hospital,Chennai,48,82,1.62,1
Dr. Anil Mehra,Cardiology,15,2028-09-08,City Hospital,New Delhi,23,343,1.2,0
Dr. Swati Desai,Dermatology,17,2028-09-09,Metro Hospital,Chennai,63,161,1.4,1
Dr. Ravi Kumar,Cardiology,14,2028-09-10,Metro Hospital,Chennai,31,357,0.73,0
Dr. Rohit Verma,Pediatrics,17,2028-09-11,Metro Hospital,Chennai,66,340,0.98,0
Dr. Anil Mehra,Orthopedics,13,2028-09-12,Govt Health Center,Kolkata,50,322,1.57,0
Dr. Swati Desai,Dermatology,14,2028-09-13,Govt Health Center,Kolkata,99,363,1.05,0
Dr. Swati Desai,Cardiology,8,2028-09-14,City Hospital,New Delhi,19,353,1.02,0
Dr. Ravi Kumar,Cardiology,12,2028-09-15,Metro Hospital,Chennai,11,92,0.79,0
Dr. Anil Mehra,Pediatrics,14,2028-09-16,Govt Health Center,Chennai,76,353,1.39,0
Dr. Anil Mehra,Dermatology,8,2028-09-17,Govt Health Center,Mumbai,57,93,1.71,1
Dr. Rohit Verma,Orthopedics,9,2028-09-18,Govt Health Center,Kolkata,51,338,1.2,0
Dr. Anil Mehra,Pediatrics,16,2028-09-19,City Hospital,Mumbai,20,136,0.67,0
Dr. Anil Mehra,Dermatology,10,2028-09-20,Govt Health Center,Chennai,83,279,1.76,1
Dr. Ravi Kumar,Cardiology,13,2028-09-21,Metro Hospital,Chennai,21,132,0.61,0
Dr. Anil Mehra,Pediatrics,14,2028-09-22,Govt Health Center,Mumbai,23,253,1.21,1
Dr. Swati Desai,Cardiology,16,2028-09-23,Govt Health Center,New Delhi,39,179,0.89,0
Dr. Ravi Kumar,Cardiology,12,2028-09-24,City Hospital,New Delhi,69,187,1.9,1
Dr. Ravi Kumar,Pediatrics,11,2028-09-25,Metro Hospital,Mumbai,86,132,1.61,1
Dr. Rohit Verma,Pediatrics,9,2028-09-26,Govt Health Center,Chennai,39,461,1.35,0
Dr. Anil Mehra,Pediatrics,10,2028-09-27,Metro Hospital,Mumbai,47,224,1.5,1
Dr. Rohit Verma,Pediatrics,12,2028-09-28,Metro Hospital,Kolkata,84,185,1.3,1
Dr. Swati Desai,Pediatrics,9,2028-09-29,Govt Health Center,New Delhi,74,156,0.72,0
Dr. Ravi Kumar,Cardiology,11,2028-09-30,City Hospital,Mumbai,56,200,1.56,1
Dr. Ravi Kumar,Orthopedics,8,2028-10-01,Metro Hospital,New Delhi,48,481,1.24,0
Dr. Ravi Kumar,Orthopedics,11,2028-10-02,Govt Health Center,Kolkata,58,158,1.45,1
Dr. Swati Desai,Pediatrics,14,2028-10-03,Metro Hospital,Chennai,82,271,0.57,0
Dr. Swati Desai,Cardiology,10,2028-10-04,Metro Hospital,Chennai,67,397,0.71,0
Dr. Rohit Verma,Orthopedics,17,2028-10-05,Metro Hospital,Chennai,99,368,1.38,0
Dr. Rohit Verma,Orthopedics,15,2028-10-06,Govt Health Center,New Delhi,98,382,1.19,0
Dr. Rohit Verma,Orthopedics,13,2028-10-07,Metro Hospital,Kolkata,26,296,0.84,0
Dr. Anil Mehra,Cardiology,13,2028-10-08,Metro Hospital,Mumbai,15,86,0.86,0
Dr. Ravi Kumar,Pediatrics,8,2028-10-09,City Hospital,Chennai,24,317,1.45,0
Dr. Ravi Kumar,Pediatrics,12,2028-10-10,Govt Health Center,New Delhi,76,123,0.59,0
Dr. Rohit Verma,Pediatrics,10,2028-10-11,Govt Health Center,Chennai,37,164,1.15,1
Dr. Ravi Kumar,Dermatology,17,2028-10-12,Metro Hospital,Kolkata,82,130,1.28,1
Dr. Rohit Verma,Dermatology,8,2028-10-13,City Hospital,Mumbai,53,242,0.96,0
Dr. Anil Mehra,Dermatology,15,2028-10-14,Metro Hospital,Chennai,27,263,1.73,1
Dr. Anil Mehra,Cardiology,14,2028-10-15,Metro Hospital,Kolkata,41,64,0.59,0
Dr. Swati Desai,Orthopedics,14,2028-10-16,Govt Health Center,New Delhi,92,385,1.8,0
Dr. Anil Mehra,Orthopedics,17,2028-10-17,City Hospital,Kolkata,78,133,1.58,1
Dr. Rohit Verma,Cardiology,17,2028-10-18,Metro Hospital,New Delhi,53,424,1.17,0
Dr. Anil Mehra,Cardiology,17,2028-10-19,Govt Health Center,Chennai,79,315,1.89,0
Dr. Swati Desai,Pediatrics,11,2028-10-20,Metro Hospital,Chennai,72,347,1.55,0
Dr. Ravi Kumar,Pediatrics,13,2028-10-21,Metro Hospital,Kolkata,85,203,1.9,1
Dr. Rohit Verma,Dermatology,16,2028-10-22,City Hospital,New Delhi,67,354,1.21,0
Dr. Ravi Kumar,Dermatology,10,2028-10-23,City Hospital,Kolkata,56,302,1.18,0
Dr. Swati Desai,Cardiology,16,2028-10-24,City Hospital,Kolkata,26,456,1.3,0
Dr. Swati Desai,Dermatology,11,2028-10-25,Metro Hospital,Chennai,48,497,0.6,0
Dr. Swati Desai,Orthopedics,12,2028-10-26,City Hospital,Chennai,68,322,1.86,0
Dr. Ravi Kumar,Cardiology,14,2028-10-27,Govt Health Center,Chennai,16,467,1.5,0
Dr. Ravi Kumar,Cardiology,13,2028-10-28,Metro Hospital,Kolkata,72,410,1.43,0
Dr. Ravi Kumar,Orthopedics,17,2028-10-29,City Hospital,Kolkata,66,362,1.89,0
Dr. Ravi Kumar,Pediatrics,15,2028-10-30,Metro Hospital,Mumbai,84,391,1.99,0
Dr. Swati Desai,Pediatrics,15,2028-10-31,Metro Hospital,Mumbai,43,181,0.75,0
Dr. Swati Desai,Orthopedics,15,2028-11-01,Govt Health Center,Kolkata,62,248,1.62,1
Dr. Rohit Verma,Orthopedics,10,2028-11-02,Govt Health Center,Mumbai,75,374,1.37,0
Dr. Rohit Verma,Dermatology,17,2028-11-03,Govt Health Center,Kolkata,87,400,1.19,0
Dr. Ravi Kumar,Cardiology,13,2028-11-04,Metro Hospital,Chennai,91,132,1.97,1
Dr. Anil Mehra,Dermatology,14,2028-11-05,Metro Hospital,New Delhi,57,355,1.78,0
Dr. Anil Mehra,Orthopedics,16,2028-11-06,Govt Health Center,Chennai,69,175,1.55,1
Dr. Swati Desai,Dermatology,17,2028-11-07,Metro Hospital,Kolkata,52,263,1.07,1
Dr. Swati Desai,Orthopedics,17,2028-11-08,Govt Health Center,Chennai,82,372,1.5,0
Dr. Swati Desai,Dermatology,11,2028-11-09,Govt Health Center,Kolkata,13,264,1.3,1
Dr. Rohit Verma,Dermatology,12,2028-11-10,City Hospital,Kolkata,87,287,0.87,0
Dr. Rohit Verma,Pediatrics,15,2028-11-11,Govt Health Center,Mumbai,84,137,1.18,1
Dr. Swati Desai,Orthopedics,8,2028-11-12,City Hospital,Kolkata,61,433,0.82,0
Dr. Swati Desai,Dermatology,13,2028-11-13,Govt Health Center,New Delhi,41,492,1.25,0
Dr. Swati Desai,Cardiology,11,2028-11-14,Metro Hospital,Mumbai,99,162,1.58,1
Dr. Anil Mehra,Dermatology,12,2028-11-15,City Hospital,New Delhi,60,154,0.55,0
Dr. Rohit Verma,Dermatology,12,2028-11-16,Metro Hospital,Kolkata,19,420,1.65,0
Dr. Anil Mehra,Cardiology,9,2028-11-17,Metro Hospital,Chennai,21,112,0.53,0
Dr. Anil Mehra,Orthopedics,15,2028-11-18,Govt Health Center,Kolkata,91,288,1.28,1
Dr. Swati Desai,Pediatrics,9,2028-11-19,Govt Health Center,Kolkata,48,75,1.36,1
Dr. Swati Desai,Pediatrics,11,2028-11-20,Metro Hospital,Chennai,89,177,1.64,1
Dr. Ravi Kumar,Pediatrics,12,2028-11-21,Govt Health Center,Chennai,77,50,1.64,1
Dr. Ravi Kumar,Cardiology,8,2028-11-22,Govt Health Center,New Delhi,19,143,1.13,1
Dr. Anil Mehra,Dermatology,13,2028-11-23,Govt Health Center,Mumbai,91,420,0.6,0
Dr. Rohit Verma,Orthopedics,9,2028-11-24,Metro Hospital,Mumbai,82,451,1.54,0
Dr. Swati Desai,Dermatology,12,2028-11-25,City Hospital,Mumbai,95,61,1.27,1
Dr. Swati Desai,Pediatrics,13,2028-11-26,City Hospital,New Delhi,19,215,1,0
Dr. Anil Mehra,Dermatology,15,2028-11-27,Metro Hospital,New Delhi,32,347,0.85,0
Dr. Ravi Kumar,Cardiology,16,2028-11-28,Govt Health Center,Chennai,86,469,0.68,0
Dr. Rohit Verma,Cardiology,13,2028-11-29,Govt Health Center,Mumbai,97,321,0.94,0
Dr. Ravi Kumar,Orthopedics,12,2028-11-30,City Hospital,Kolkata,22,498,1.19,0
Dr. Ravi Kumar,Orthopedics,11,2028-12-01,Metro Hospital,New Delhi,57,116,1.22,1
Dr. Ravi Kumar,Pediatrics,9,2028-12-02,Metro Hospital,Kolkata,98,216,1.37,1
Dr. Ravi Kumar,Orthopedics,9,2028-12-03,Govt Health Center,Mumbai,53,303,1.04,0
Dr. Swati Desai,Dermatology,14,2028-12-04,Govt Health Center,Mumbai,89,404,1.88,0
Dr. Swati Desai,Cardiology,12,2028-12-05,Govt Health Center,New Delhi,73,302,1.24,0
Dr. Ravi Kumar,Cardiology,14,2028-12-06,Metro Hospital,New Delhi,49,295,1.14,1
Dr. Rohit Verma,Cardiology,8,2028-12-07,City Hospital,Chennai,15,108,0.57,0
Dr. Anil Mehra,Orthopedics,8,2028-12-08,Metro Hospital,Kolkata,81,343,1.4,0
Dr. Rohit Verma,Cardiology,12,2028-12-09,Metro Hospital,Chennai,91,193,1.4,1
Dr. Rohit Verma,Cardiology,9,2028-12-10,Metro Hospital,Chennai,52,258,1.37,1
Dr. Rohit Verma,Cardiology,15,2028-12-11,City Hospital,Kolkata,41,275,1.83,1
Dr. Ravi Kumar,Pediatrics,10,2028-12-12,Govt Health Center,Mumbai,58,444,1.64,0
Dr. Swati Desai,Pediatrics,8,2028-12-13,Govt Health Center,Kolkata,83,333,1.8,0
Dr. Rohit Verma,Orthopedics,9,2028-12-14,Metro Hospital,Mumbai,96,140,0.59,0
Dr. Ravi Kumar,Cardiology,17,2028-12-15,Metro Hospital,Chennai,28,160,0.98,0
Dr. Rohit Verma,Orthopedics,17,2028-12-16,City Hospital,Mumbai,93,289,0.98,0
Dr. Rohit Verma,Cardiology,14,2028-12-17,City Hospital,Mumbai,61,399,1.49,0
Dr. Ravi Kumar,Cardiology,13,2028-12-18,Govt Health Center,Mumbai,61,382,1.17,0
Dr. Swati Desai,Cardiology,15,2028-12-19,Metro Hospital,Kolkata,43,129,1.67,1
Dr. Swati Desai,Orthopedics,14,2028-12-20,City Hospital,Mumbai,68,435,1.08,0
Dr. Anil Mehra,Orthopedics,17,2028-12-21,City Hospital,Kolkata,90,453,0.83,0
Dr. Ravi Kumar,Cardiology,15,2028-12-22,Metro Hospital,New Delhi,14,253,0.94,0
Dr. Anil Mehra,Dermatology,10,2028-12-23,Metro Hospital,New Delhi,75,287,0.77,0
Dr. Anil Mehra,Orthopedics,13,2028-12-24,Metro Hospital,Chennai,50,377,0.8,0
Dr. Anil Mehra,Pediatrics,14,2028-12-25,Metro Hospital,Chennai,43,343,0.83,0
Dr. Swati Desai,Orthopedics,17,2028-12-26,Metro Hospital,Kolkata,63,233,0.52,0
Dr. Ravi Kumar,Cardiology,8,2028-12-27,Metro Hospital,Mumbai,29,261,1.57,1
